user,time,brand
384467,1493553164,404717
723215,1493564091,404717
1058283,1493519539,133429
554308,1494549090,147875
141776,1494576570,455167
831392,1494531563,455167
132581,1494560413,455167
627440,1494555411,343886
410977,1494587482,343886
322620,1494571293,343886
561314,1494592196,221488
929270,1494582100,221488
842904,1494567619,459762
406727,1494592631,459762
861446,1494552030,459762
30486,1494558846,83281
866883,1494586300,83281
1005945,1494561705,254879
352240,1494542145,254879
363181,1494561262,254879
562532,1494560612,254879
43215,1494519550,254879
170068,1494578857,21271
589170,1494568509,189675
781969,1494584629,343886
781969,1494584670,343886
756306,1494598070,275876
1057437,1494558799,320958
754414,1494521972,126481
282665,1494579616,135086
662252,1494597645,404717
867271,1494558579,404717
244285,1494573330,404717
244285,1494573267,404717
815113,1494558285,404717
537133,1494600020,404717
658134,1494557079,336776
821250,1494576503,336776
1062370,1494571511,295300
72337,1494601208,147875
152662,1494594225,199067
567105,1494575296,199067
169757,1494602793,199067
711000,1494570492,199067
842904,1494567619,199067
421783,1494573256,199067
421783,1494573507,199067
1011329,1494603351,199067
1053626,1494601215,199067
726494,1494560963,199067
875307,1494552735,199067
1024400,1494568115,199067
1072747,1494588566,199067
38720,1494554889,199067
598975,1494547117,199067
904119,1494600532,199067
700105,1494558318,199067
991650,1494578353,199067
461663,1494590952,89356
498941,1494565138,89356
605168,1494593740,76463
503015,1494599646,323689
1030397,1494053728,250070
294543,1494032459,76463
294543,1494032292,76463
774357,1493768121,203877
255807,1493821151,199067
863437,1494052455,139097
367340,1494066743,139097
237948,1494041514,139097
140905,1494060292,301640
456627,1493562462,76463
1034547,1493521304,76463
1088291,1493519360,230045
804667,1493482470,78649
810543,1493563418,69567
114431,1493566639,76463
624762,1493555786,459762
252759,1493518415,459762
1103894,1493561633,459762
664175,1493518429,78649
710191,1493547760,250078
294641,1493864072,455167
417332,1493885008,455167
1031117,1493869761,455167
811286,1493895384,455167
588449,1493912244,290501
517257,1493875947,290501
385931,1493859085,67416
500774,1493907336,67416
986493,1493893490,69567
528639,1493885342,69567
692519,1493878639,69567
195691,1493878312,148919
190232,1493885444,148919
897360,1493888586,343886
867837,1493857017,343886
277905,1493859935,343886
1037817,1493863897,147875
391571,1493909444,301640
1067342,1493827573,175221
52389,1493848055,256237
759055,1493885313,250070
488201,1493872097,250070
985170,1493892982,126481
237112,1493841797,189675
1066325,1493877470,189675
122694,1493855471,189675
35579,1493871970,189675
160153,1493888293,189675
391733,1493907278,139097
955668,1493878619,139097
425399,1493859033,139097
614904,1493909648,139097
614904,1493909626,139097
231909,1493865107,139097
500846,1493862612,139097
698579,1494656170,301640
52817,1494646860,455167
334633,1494608688,404717
307596,1494667769,250070
337776,1494647866,396720
667555,1494673073,279510
376656,1494659144,199067
273010,1494675573,199067
1057373,1494669230,199067
62751,1494690574,199067
881753,1494637418,199067
217314,1494680224,199067
77904,1494688956,199067
212560,1494625382,199067
1114384,1494656794,199067
583141,1493562178,224482
1087497,1493516855,336776
537351,1493523100,336776
1138771,1493523699,2601
856272,1493523956,336776
849724,1493524439,336776
485623,1493532849,250070
710191,1493547760,250078
169079,1493540325,250078
1115054,1493518740,250078
544326,1493515722,189675
555594,1493525452,189675
637716,1493629480,455167
637716,1493629793,455167
821844,1493613029,60500
665883,1493638372,237752
35026,1493608347,351914
821844,1493613029,442627
253836,1493630163,295300
872275,1493596935,175221
599439,1493649267,459762
424356,1493647724,459762
1138024,1493621685,459762
338566,1493625334,459762
448726,1493618204,459762
966927,1493607732,78649
843902,1493606461,78649
280702,1493617268,380571
954337,1493608868,42862
954337,1493603528,42862
954337,1493605838,42862
954337,1493605963,42862
954337,1493619641,42862
954337,1493603590,42862
543,1493606816,148919
901439,1493613256,133429
590488,1493605008,133429
945091,1493635996,133429
336105,1493606248,133429
333039,1493610652,133429
333039,1493611416,133429
448726,1493618187,133429
364658,1493602302,76463
401646,1493607197,76463
401646,1493607085,76463
972974,1493653489,76463
821844,1493613029,43299
141542,1493633520,21271
670739,1493609935,439318
999745,1493614977,439318
534118,1493609831,439318
737947,1493569433,439318
786766,1493645374,439318
881005,1493648224,189675
143095,1493650949,189675
64717,1493617944,189675
353644,1493617246,189675
775979,1493639485,189675
125347,1493594306,190719
281849,1493614143,89356
551450,1493596935,250078
194748,1493606782,250078
179577,1493627690,250078
901439,1493613256,133429
867503,1493636814,357017
281145,1493608811,357017
217000,1493641588,78649
788096,1493604781,459762
539329,1493616909,455167
800514,1494045110,250078
171784,1494073108,199067
451321,1494081695,199067
179724,1494072474,199067
189271,1494043594,199067
764818,1494061684,199067
1048676,1494076682,199067
1079027,1494081442,197848
881638,1494057074,131098
1092644,1494056807,224482
386691,1494055893,224482
994480,1493538564,175221
1027120,1493539647,22395
181427,1493550084,250078
370645,1493517203,250078
370645,1493517302,250078
142571,1493546669,250078
178546,1493520565,190719
1120393,1493536611,337365
250103,1493539727,14538
980646,1492996206,336776
349438,1493039472,336776
452722,1492968157,336776
559162,1493016565,336776
703906,1492991549,295300
245327,1492990558,199067
89213,1493030728,250078
303015,1493046628,250078
216951,1493014498,250078
103105,1493020513,250078
232820,1493039047,250078
232820,1493041520,250078
232820,1493040212,250078
53876,1493001736,250078
863709,1493015365,250078
216236,1492965052,78649
997596,1493034761,78649
675754,1492965417,78649
140149,1492993556,76463
50315,1493043556,301640
263519,1493014648,373216
574036,1493015156,140230
88004,1493041133,86309
252011,1493039431,336776
168950,1493023176,189675
521354,1493034414,177390
356602,1493007791,175221
531506,1493044903,175221
522460,1493020089,396720
1070230,1493027453,337365
125292,1492980096,86309
993039,1493031919,250070
226176,1493036298,455167
695228,1492989867,140230
557420,1494659105,83281
1136671,1494608716,83281
501283,1494639622,86309
72337,1494676978,147875
171668,1494644345,78649
113851,1494649084,133429
711600,1494654901,69567
73950,1492878945,147875
175481,1492955277,76463
13320,1492942277,160224
307685,1492928812,160224
168748,1492951271,177390
521709,1492923273,336776
999941,1492877358,147875
132568,1492924566,22395
776423,1492907638,76463
1085349,1492927052,76463
204655,1492911176,70940
984981,1492929300,70940
258364,1492882087,78649
1141378,1492909848,78649
307269,1492952858,78649
338989,1492955209,459762
589014,1492962543,459762
437927,1492947825,459762
1036592,1492957562,459762
829461,1492921752,459762
51961,1492927777,459762
757747,1492919859,250078
799910,1492933616,301640
1002996,1492923400,83963
278247,1492958526,254879
601301,1492952566,254879
174834,1492957117,254879
174834,1492957195,254879
174834,1492957173,254879
408830,1492907986,254879
249577,1492959519,391086
65994,1492935474,290501
89899,1492901236,380571
912632,1492943101,175221
72337,1492952685,147875
143983,1492940902,69567
18163,1492925728,76463
141920,1492943111,250078
300503,1492909966,459762
300503,1492910019,459762
139580,1492947259,459762
510863,1492878226,459762
1043047,1492937206,459762
531168,1492897588,459762
1043047,1492937155,459762
499569,1492935654,459762
494169,1492913584,459762
777996,1492919430,459762
64748,1492910651,459762
929763,1492928887,459762
905958,1492919084,459762
539001,1492927021,459762
373345,1492927011,459762
373345,1492923577,459762
399539,1492925133,459762
904043,1492952074,459762
680234,1492917948,459762
651738,1492901064,459762
543313,1492944379,459762
696651,1492958701,76463
261085,1492922938,36319
73950,1492878945,76463
777956,1494660288,86309
532225,1494606695,404717
377087,1494618209,404717
1091160,1494639248,404717
1056325,1494690209,404717
311064,1494653631,404717
663454,1494684839,404717
1046774,1494687600,404717
741712,1494685204,404717
220156,1494638231,404717
636434,1494687592,404717
1024416,1494666150,404717
461662,1494636766,189675
962953,1492987117,78649
943822,1493030541,224482
93421,1493022087,224482
219267,1493020391,224482
733778,1493046478,22395
812525,1493045356,147875
1127779,1493026626,79247
331467,1493042498,83963
625752,1493003292,343886
178980,1493021112,343886
791562,1492995262,147875
923866,1493021535,76463
633140,1493038020,76463
570405,1493009144,439318
1113016,1493031809,439318
277225,1493023880,439318
296061,1492998755,439318
734983,1492999102,439318
600012,1493033988,278016
187252,1493011915,76463
990606,1492972190,76463
724123,1493024729,190719
410570,1493035628,110205
1021803,1493002223,189675
234082,1493031458,89356
234082,1493031498,89356
1055716,1493015173,89356
813913,1493009682,83281
730255,1493048185,89356
24504,1492992850,455167
777980,1493008766,455167
449810,1493047305,380571
484620,1493045174,89356
484620,1493045186,89356
519589,1493038145,89356
449810,1493047305,380571
900973,1493046104,380571
356602,1493007491,175221
986545,1493016361,175221
1000992,1493005774,175221
392125,1494634583,365761
72337,1494676978,147875
1068487,1494635823,455167
598765,1494628434,455167
232011,1494660805,459762
338566,1494652900,459762
172012,1494613888,89356
804322,1494643699,147875
373906,1493885066,337365
1092707,1493871161,250078
155944,1493862379,459762
305973,1493864455,21578
529724,1493894475,197848
321702,1493880051,83281
994271,1493885918,336776
295951,1493876791,78649
414567,1493904003,78649
2755,1493874472,78649
1070855,1493827756,301640
682205,1493884878,254879
749892,1493862616,76463
244776,1493869111,175221
747358,1493891339,42862
1037802,1493885860,455167
566863,1493862907,301640
130397,1493880999,336776
766987,1493899961,336776
22841,1493869177,336776
753461,1493837967,336776
15056,1493860300,295300
15056,1493860222,295300
943577,1494061567,175221
771717,1494070164,343886
565424,1494060748,301640
643080,1494067694,147875
250103,1493532509,7290
569690,1493551536,147875
334514,1493493526,67416
792543,1493541811,67416
955414,1493558810,197848
278446,1493512627,76463
286397,1493482864,301640
812071,1493809537,275876
287363,1493772105,351914
383037,1493821148,351914
375429,1493805062,146952
462720,1493803048,76463
667983,1493771960,22395
812071,1493809246,173014
294351,1493780489,320958
1036913,1493742180,76463
210708,1493810187,76463
966749,1493805694,295300
395604,1493790510,250078
983034,1493807094,250078
7986,1493802844,250078
693703,1493777947,250078
693703,1493778052,250078
149379,1493770737,147875
61511,1493798960,250070
797398,1493770157,147875
673116,1493798755,147875
651123,1493802608,391086
679333,1493820221,98630
640747,1493822686,98630
142428,1493812275,133429
488109,1493802880,133429
244988,1493782230,133429
244988,1493782793,133429
560244,1493780746,160224
560244,1493780581,160224
156946,1493813804,76463
156946,1493813770,76463
34519,1493805037,147875
219109,1493778564,201798
516210,1493823717,89356
306691,1493811898,89356
625659,1493791685,140230
43639,1493824049,21271
56936,1493776695,199067
841629,1493780248,199067
375841,1493803282,199067
51244,1493802392,139097
258740,1493770401,139097
258740,1493770449,139097
357268,1493245326,380571
891437,1493258239,336776
680457,1493267994,336776
680457,1493268039,336776
564610,1493223185,336776
480035,1493295320,336776
178368,1493290500,22427
955566,1493304523,83963
94079,1493279862,83963
1121259,1493306891,21578
691159,1493261859,343886
531954,1493223868,89356
596148,1493275618,301640
356755,1494550766,148919
72337,1494578791,147875
911820,1494578863,83281
1018270,1494565499,336776
353976,1494592300,76463
348903,1494550852,76463
494262,1494577229,76463
151701,1494571718,76463
863843,1494561948,76463
723520,1494557856,76463
163963,1494570037,250078
795094,1494598155,200302
389171,1494598853,200302
223447,1494591230,373216
363181,1494566687,373216
1023231,1494547430,175221
424779,1494518743,7290
302882,1494568092,86309
437121,1494571128,86309
564974,1494601403,86309
866984,1494591766,86309
482097,1494523761,78649
1017049,1494571220,78649
753307,1494587000,147875
417247,1494524266,189675
406481,1494604525,189675
861442,1494556591,189675
774788,1494554568,139097
651209,1494583233,139097
651209,1494583171,139097
714581,1494557374,139097
522714,1494571949,455167
725373,1494599883,455167
1102796,1494567755,455167
1102796,1494576633,455167
190963,1494585686,455167
673327,1494597034,224482
123000,1494573783,337365
1082109,1494560746,250070
630234,1494023255,250078
829344,1494031645,86309
366439,1494082719,86309
946848,1494060743,279510
235623,1494064415,279510
694506,1494043808,76463
181427,1493531596,250078
326094,1493525694,380571
822321,1493553128,147875
211450,1493567039,98630
139626,1493513244,98630
246280,1493790689,86309
147226,1493775224,147875
95821,1493797643,139097
581410,1493786517,337365
597095,1493824616,250078
210708,1493810187,301640
577480,1493767000,28958
729821,1493822296,76463
106793,1493796066,146952
106793,1493795885,146952
262920,1493803823,455167
418634,1493812049,250078
520291,1493820041,459762
904632,1493817311,147875
858887,1493781495,175221
238876,1493768905,89356
170527,1493781149,22434
117243,1493779057,459762
750129,1493793084,34269
262920,1493803823,455167
95615,1493792569,141963
450591,1493778540,22395
653292,1493740994,275876
653292,1493781280,275876
262920,1493803823,454671
457861,1493819923,76463
25013,1493775324,22434
791764,1493824398,83963
30967,1493824623,86309
1120393,1493266597,337365
1010518,1493288872,455167
887304,1493277377,250078
583084,1493226655,455167
977045,1493240538,250070
1120393,1493267376,250078
182328,1493271742,320958
259434,1493255989,147875
169545,1493810055,89356
435419,1493792539,455167
482612,1493774284,455167
559877,1493775121,455167
1060159,1493786949,105858
645015,1493774966,105858
344456,1493799932,105858
344456,1493798933,105858
1039242,1493791229,105858
547203,1493799366,175221
51662,1493772710,455167
567854,1493771529,175221
302821,1493781704,343886
1002930,1493791450,343886
693703,1493778052,250078
693703,1493777947,250078
246886,1493822090,1648
282414,1493782888,60483
934071,1493767767,279510
1119904,1493774929,83963
405488,1493743301,175221
282414,1493782888,250078
200217,1493804700,250078
716777,1493798745,439318
17530,1493782039,439318
537119,1493790352,439318
775687,1493799317,69567
862672,1493822256,69567
973071,1493803289,439318
1110809,1493770904,439318
19960,1493793227,439318
196670,1493794617,439318
36420,1493812263,439318
587041,1493811574,439318
771467,1493816623,439318
361579,1493811828,439318
357363,1493770311,439318
904632,1493779366,147875
358148,1493777269,67416
398259,1493825793,67416
100698,1493762480,250070
863170,1493801889,55754
1007594,1493805567,22395
834495,1493777604,34454
978205,1493808525,337365
118716,1493790321,455167
537123,1493391504,76463
860513,1493355891,250078
744030,1493380653,185373
472920,1493367584,184990
435462,1493366029,76463
53900,1493357499,455167
482050,1493377826,459762
618999,1493330495,459762
164201,1493377354,459762
164201,1493377392,459762
342641,1493359125,459762
183447,1493363058,459762
102403,1493392769,459762
715614,1493363575,459762
938843,1493335561,459762
176550,1493324782,459762
1062443,1493350945,69567
106380,1493322141,250070
550308,1493345287,22434
1025520,1493339068,76463
648245,1493342410,455167
648245,1493342274,455167
386640,1493391955,455167
724410,1493360627,124889
882535,1493379395,108552
792084,1493360552,76463
253888,1493355157,76463
1128549,1493372679,76463
921090,1493317000,343886
338181,1493391645,459762
1013537,1493316484,250078
80699,1493377488,250078
963902,1493379181,250078
973149,1493394821,250078
793557,1494075227,301640
771,1494045875,301640
685535,1494078578,201798
140877,1494067322,459762
394492,1494033230,83963
441833,1494074904,108552
69803,1494062945,126481
1111407,1494032511,365761
1111407,1494032580,365761
1141270,1494053105,337365
805048,1494058775,337365
66769,1494085889,337365
889590,1494037147,336776
323305,1493702478,301640
210049,1493736465,89356
210049,1493736664,89356
758251,1493689759,105858
616805,1493705672,105858
45288,1493691512,295300
349024,1493738795,279510
349024,1493738902,279510
627731,1493729109,279510
146073,1493701398,143168
366877,1493694037,133429
157579,1493739064,133429
699777,1493735305,148919
369151,1493704884,148919
369151,1493704981,148919
369151,1493704784,148919
1040005,1493709455,89356
167869,1493734295,275876
112180,1493714842,250078
287154,1493706580,110205
300599,1493716768,175221
547102,1493690549,199067
586323,1493731272,76463
600883,1493699983,43299
544678,1493697023,86309
973118,1493731930,391086
68980,1493718289,391086
954238,1493688621,391086
1056560,1493390551,175221
183830,1493362617,147875
1071272,1493330791,454671
729051,1493375291,175221
1019927,1493341646,89356
178714,1493348861,337365
408152,1493354107,67416
916720,1493346218,67416
175948,1493356406,40573
860513,1493355891,250078
212976,1493351767,250078
744030,1493374970,190719
744030,1493366186,190719
979340,1493392697,189675
596148,1493382026,301640
886430,1493347710,250078
210072,1493377046,76463
630587,1493381901,439318
463545,1493366097,439318
1008125,1493364868,439318
1008125,1493364889,439318
1008125,1493358296,439318
482050,1493377826,439318
308207,1493335174,439318
921685,1493360222,439318
832672,1493360176,83963
562926,1494656735,250078
772382,1494632450,250078
563443,1494664331,250078
646035,1494679622,250078
312926,1494688097,250078
106268,1494685221,337365
72337,1494672583,147875
1039818,1494667888,301640
1055335,1494670357,147875
340385,1494649687,147875
646035,1494679622,147875
606304,1494688642,76463
47295,1494626365,301640
964330,1494656387,139097
784628,1494634280,139097
1129418,1494654460,139097
349062,1494670079,139097
220156,1494637526,139097
141776,1494639501,139097
853234,1494662586,139097
1115409,1493710200,143932
275194,1493728846,455167
880263,1493738529,455167
136543,1493664500,455167
637716,1493694367,455167
501248,1493737425,442627
230251,1493685190,140230
715719,1493733080,28958
1271,1493686441,28958
1025871,1493720390,28958
929800,1493726180,391086
929800,1493726143,391086
555594,1493699219,189675
444969,1493688763,343886
756302,1493721864,22395
937715,1493697793,201798
923380,1493720877,455167
99435,1493702995,455167
356100,1493733016,455167
501850,1493725468,455167
492621,1493675092,455167
528263,1493718533,455167
151224,1493706362,250078
120992,1493723235,250078
867877,1493694753,275876
1130499,1493691657,275876
560737,1493692067,250078
232823,1493684899,250078
183270,1493716890,380284
828059,1493710683,76463
828059,1493710508,76463
111212,1493713349,175221
641567,1493725141,175221
170393,1493352141,83963
139132,1493383673,78649
1127995,1493350958,343886
21813,1493378389,343886
916335,1493379413,343886
938441,1493376282,250078
838049,1493377740,175221
600821,1493355060,380571
9074,1493367355,279510
111222,1493390257,250070
842572,1493316448,28958
464218,1493346884,147875
729051,1493375291,175221
552050,1493385067,175221
396173,1493345771,254879
761524,1493390037,254879
1123306,1493365578,250078
140339,1493350215,22395
251537,1493247297,147875
954113,1493260070,250078
818924,1493271851,60500
733309,1493305868,459762
1096631,1493294078,459762
444800,1493259560,459762
444800,1493259481,459762
1021168,1493255075,459762
625879,1493273964,459762
146572,1493301638,459762
1089803,1493266162,459762
1137486,1493293384,459762
693324,1493295772,459762
481875,1493299123,459762
1122094,1493260497,459762
52705,1493280530,459762
338566,1493299244,459762
529411,1493254947,459762
623875,1493277689,459762
441363,1493278888,459762
669948,1493277063,459762
495067,1493267530,459762
747054,1493304805,459762
652929,1493261366,459762
907874,1493257509,459762
771821,1493273487,459762
53705,1493278851,459762
821597,1492817714,439318
624165,1492853222,147875
463646,1492806050,78649
635509,1492855277,78649
851592,1492833898,127767
178520,1492845107,148919
275046,1492849649,148919
391975,1492841770,250078
232047,1492826378,250078
940290,1492840360,250078
224199,1492869414,301640
438129,1492843057,86309
99896,1492835562,86309
554623,1492849799,76463
328416,1492864281,89356
939230,1492845404,76463
517025,1492846183,76463
346645,1492835653,76463
328088,1492796254,254879
745463,1492849982,98618
954552,1492843852,190719
965757,1492863799,343886
514589,1492835817,250078
979466,1492831244,439318
736355,1492848359,439318
408627,1492802779,439318
944809,1492822489,439318
720699,1492797246,439318
560713,1492853955,439318
290119,1492829166,351914
897621,1492850414,175221
346645,1492835919,76463
738670,1492873574,140230
1067516,1492853256,147875
747898,1492871227,275876
11383,1492831625,455167
411435,1492854227,455167
892967,1492846457,455167
544143,1494664170,199067
430344,1494639797,105858
859188,1494653248,105858
241729,1494631622,105858
205264,1494688801,250078
712950,1494681033,133429
712950,1494681120,133429
712950,1494681070,133429
113851,1494649084,133429
1061958,1494610495,22434
31030,1493520736,250078
169651,1493528867,86309
806225,1493561053,254879
869208,1493557779,254879
583427,1493486762,254879
901950,1493511187,147875
901950,1493511243,147875
989147,1493539183,391086
770747,1493488423,147875
917560,1493482043,155887
225236,1493517914,189675
1046252,1493545198,189675
390873,1493537711,175221
390873,1493537827,175221
390873,1493537642,175221
390873,1493534861,175221
329879,1493530711,250078
399824,1493544871,98618
631200,1493555742,404717
347747,1493559052,404717
975735,1493553773,42862
848351,1493540462,250078
848351,1493540414,250078
754310,1493556937,22395
611338,1492822887,131098
469417,1492818478,336776
469417,1492818357,336776
167986,1492851680,89356
969159,1492841523,160224
425989,1492870790,160224
803952,1492816431,428770
233866,1492861086,428770
1119721,1492870722,428770
126638,1492794899,428770
1052803,1492852282,428770
531487,1492840835,428770
847527,1492814171,428770
1030298,1492815205,428770
208324,1492874534,250078
963446,1492828792,250078
167763,1492853592,250078
512249,1492820082,250078
589164,1492840223,250078
437581,1492831062,250078
179892,1492813637,67416
752596,1492814528,148919
469417,1492816785,69567
625438,1492846608,69567
1133775,1492822804,336776
987232,1492835861,320958
1073110,1492831628,105858
954859,1492846390,105858
5354,1492860782,105858
452543,1492860893,105858
586092,1492846655,98630
781263,1492810171,76463
469323,1493187981,83281
914396,1493165188,83963
782757,1493181365,459762
464426,1493175459,78649
692543,1493175582,76463
121630,1493207794,76463
411285,1493197600,343886
221051,1493187361,336776
917900,1493166569,396720
5465,1493188616,455167
839488,1493213929,89356
631312,1493185820,89356
471181,1493165751,175221
178368,1493211547,22427
601852,1493190375,22427
691151,1493198152,105858
939900,1493181853,105858
939900,1493181713,105858
197791,1493212498,105858
265261,1493165407,105858
276422,1493212062,105858
1102352,1493210235,105858
100,1493206577,105858
896308,1493187326,105858
900382,1494041115,22395
655002,1494032362,351914
167023,1494038510,351914
135604,1494052090,250078
17832,1494027607,203877
592049,1494054890,337365
981589,1494087141,146952
615176,1494151613,146952
231631,1494155668,146952
321506,1494093963,116804
779585,1494135746,199067
276422,1494120237,199067
77844,1494134395,67416
396581,1494146806,67416
514352,1494135445,148919
108343,1494163498,83963
900475,1494168558,455167
359082,1494159090,199067
594634,1494147065,83963
1103196,1494138012,250070
544678,1494165902,86309
470450,1494167495,275876
423116,1494146065,279510
216181,1494142765,42862
216181,1494142589,42862
603712,1494125891,307078
445527,1494144075,391086
1028343,1494128405,439318
860628,1494140150,76463
436893,1494170145,337365
64138,1494169885,337365
66769,1494134742,337365
536560,1494128260,337365
1127776,1494147253,131098
623655,1494171777,139097
252102,1494121372,139097
394737,1494155943,139097
260211,1494136338,139097
794472,1494148268,78649
887710,1493193945,250078
313733,1493136577,250078
1007097,1493215333,199067
374518,1493184268,190719
440863,1493193732,60483
375885,1493195163,250078
375885,1493195176,250078
714590,1493214765,76463
666622,1493136323,320958
657993,1493200657,86309
1097782,1493179000,22462
701509,1493172460,351914
705223,1493166053,351914
355718,1493194760,78649
722735,1493202465,224482
215790,1493206791,67416
962728,1493169388,337365
974610,1493197028,76463
282050,1494077621,290501
330172,1494055680,290501
812512,1494000640,290501
784234,1494072173,419850
784234,1494068096,419850
784234,1494071242,419850
529890,1494044419,146952
858252,1494026046,295300
1063710,1494093232,105858
380647,1494171973,105858
380647,1494172019,105858
380647,1494171900,105858
425770,1494124075,105858
437854,1494146172,105858
974554,1494163019,105858
841244,1494154295,139097
304596,1494157880,455167
304596,1494157948,455167
304596,1494159609,455167
304596,1494157769,455167
634535,1494139540,146952
192652,1494123654,250078
436571,1494115789,22434
655995,1494144079,250078
922499,1494171509,9678
768376,1494120732,69567
871120,1494169386,69567
241457,1494120082,76463
703885,1494150866,76463
497015,1494087669,76463
1019863,1494170269,76463
1019863,1494148607,76463
802900,1494102317,76463
236678,1494156385,76463
454333,1494119010,343886
573682,1494121867,83963
746235,1494142930,250070
781054,1494167446,250070
482518,1494141637,189675
511898,1494170326,189675
427021,1494121592,250070
790140,1494145298,250070
547939,1494137960,250070
211080,1494163782,250070
882446,1494159303,336776
579609,1494158628,275876
108343,1494163498,89356
958527,1494134687,89356
551246,1494126752,67416
471196,1494130254,343886
21461,1494162181,200302
845492,1494169513,353027
423012,1493207416,255698
121503,1493213394,76463
139936,1493176777,133429
720778,1493173750,105858
308202,1493183252,199067
308202,1493183356,199067
122076,1493213124,357017
992783,1493219920,203877
1066255,1493183619,189675
58798,1493171177,189675
379585,1493189277,76463
364549,1493180451,250815
141618,1493198366,455167
797933,1493177342,69567
116095,1493208200,69567
791462,1493176901,69567
10206,1493176784,69567
594442,1493171690,69567
675010,1493205234,83963
94980,1493212779,301640
821844,1493176338,76463
98928,1494634370,250070
869403,1494691106,250070
351913,1494686007,40573
557331,1494664499,250070
204117,1494686065,189675
896673,1494629284,189675
622183,1494680851,189675
42325,1494647521,189675
186352,1494684624,48006
379896,1494653267,391086
379896,1494653196,391086
573650,1494647928,295300
573650,1494648023,295300
1101813,1494631450,343886
578263,1494202118,260723
1024404,1494235228,175221
26970,1494235734,455167
255761,1494215481,279510
603712,1494241466,76463
299952,1494255339,396720
353595,1494228388,328331
482612,1494204060,86309
1038432,1494211263,250078
551718,1494213002,404717
628922,1494173640,404717
394351,1494205727,404717
256038,1494254925,404717
570609,1494256101,404717
303101,1494251970,404717
600883,1494206768,404717
418921,1494217972,21578
971076,1494228689,105858
223253,1494207862,199521
345880,1494204700,147875
1065583,1494239255,250078
1106576,1494226503,189675
760907,1494224706,189675
159895,1494257157,203877
159895,1494256960,203877
119169,1494233760,78649
793664,1494241552,78649
1114918,1494218000,147875
866686,1494230901,250070
119169,1494233760,60483
421150,1494256316,175221
810410,1494258630,78649
554992,1494237255,92771
241710,1494251879,89356
284839,1494206977,53917
459917,1494208107,76463
208525,1494219692,126481
125667,1494226660,455167
998059,1494233580,455167
318792,1494209730,455167
492698,1494295560,76463
840390,1494309356,160224
696835,1494300331,160224
712790,1494322331,22395
411573,1494337961,21578
644167,1494338920,135086
440079,1494294686,175221
440079,1494294814,175221
3865,1494287581,250078
251379,1494331261,250078
1005962,1494307000,250078
784711,1494312179,76463
478585,1494340759,404717
487892,1494321326,404717
697862,1494300178,86309
115538,1494299614,86309
358862,1494312487,86309
387244,1494309536,22395
827188,1494328061,76463
376851,1494298369,76463
122011,1494327364,22434
